Chromosome	 Peak-Start	 Peak-End	 Chromosome	 Gene-Start	 Gene-End	 Gene-ID	 Gene-Name	 Distance-of-Gene-to-Nearest-Peak
1	48800	51199	1	393400	410176	ENSRNOG00000046319	Vom2r3	361377
1	53000	53799	1	393400	410176	ENSRNOG00000046319	Vom2r3	357177
1	265600	266999	1	393400	410176	ENSRNOG00000046319	Vom2r3	144577
1	506600	507999	1	393400	410176	ENSRNOG00000046319	Vom2r3	96425
1	669400	672199	1	696113	708565	ENSRNOG00000047964	LOC100909608	23915
1	725200	728399	1	744116	758945	ENSRNOG00000050370	Vom2r6	15718
1	771600	772799	1	744116	758945	ENSRNOG00000050370	Vom2r6	12656
1	950200	951399	1	804362	816817	ENSRNOG00000032365	Vom2r5	133384
1	1113200	1118399	1	1101465	1120226	ENSRNOG00000040300	Raet1l	0
1	1180200	1187599	1	1177632	1221416	ENSRNOG00000061316	AABR07000121.1	0
1	1212800	1214399	1	1177632	1221416	ENSRNOG00000061316	AABR07000121.1	0
1	1238400	1239599	1	1177632	1221416	ENSRNOG00000061316	AABR07000121.1	16985
1	1255200	1256599	1	1177632	1221416	ENSRNOG00000061316	AABR07000121.1	33785
1	1273400	1276199	1	1177632	1221416	ENSRNOG00000061316	AABR07000121.1	51985
1	1367000	1375199	1	1389628	1395629	ENSRNOG00000050129	AABR07000137.1	14430
1	1393200	1395799	1	1389628	1395629	ENSRNOG00000050129	AABR07000137.1	0
1	1398000	1404799	1	1389628	1395629	ENSRNOG00000050129	AABR07000137.1	2372
1	1415400	1416599	1	1389628	1395629	ENSRNOG00000050129	AABR07000137.1	19772
1	1424200	1425999	1	1438599	1445486	ENSRNOG00000040316	AABR07000145.1	12601
1	1451000	1453599	1	1454368	1478146	ENSRNOG00000023659	Raet1d	770
1	1525600	1532999	1	1541834	1546669	ENSRNOG00000029897	AABR07000156.1	8836
1	1533600	1536599	1	1541834	1546669	ENSRNOG00000029897	AABR07000156.1	5236
1	1580000	1581399	1	1614085	1620134	ENSRNOG00000042852	LOC679782	32687
1	1583200	1584599	1	1614085	1620134	ENSRNOG00000042852	LOC679782	29487
1	1668400	1669599	1	1668586	1672661	ENSRNOG00000055877	AABR07000159.5	0
1	1963600	1972399	1	1935119	1973418	ENSRNOG00000016041	Zc3h12d	0
1	1987000	1988599	1	1999096	2077196	ENSRNOG00000016054	Tab2	10498
1	2149000	2150999	1	1999096	2077196	ENSRNOG00000016054	Tab2	71805
1	2159000	2160199	1	1999096	2077196	ENSRNOG00000016054	Tab2	81805
1	2164200	2166199	1	1999096	2077196	ENSRNOG00000016054	Tab2	87005
1	2216200	2219399	1	2333278	2631047	ENSRNOG00000016381	Ust	113880
1	2228800	2231799	1	2333278	2631047	ENSRNOG00000016381	Ust	101480
1	2262600	2264199	1	2333278	2631047	ENSRNOG00000016381	Ust	69080
1	2336600	2340399	1	2333278	2631047	ENSRNOG00000016381	Ust	0
1	2345800	2347399	1	2333278	2631047	ENSRNOG00000016381	Ust	0
1	2348400	2349799	1	2333278	2631047	ENSRNOG00000016381	Ust	0
1	2483000	2486599	1	2333278	2631047	ENSRNOG00000016381	Ust	0
1	2569800	2572599	1	2333278	2631047	ENSRNOG00000016381	Ust	0
1	2671200	2671799	1	2333278	2631047	ENSRNOG00000016381	Ust	40154
1	2823000	2825199	1	2782364	2849500	ENSRNOG00000013160	Sash1	0
1	3107800	3109599	1	2885722	2889653	ENSRNOG00000052788	SNORA36	218148
1	3137000	3137799	1	2885722	2889653	ENSRNOG00000052788	SNORA36	247348
1	3145400	3146399	1	2885722	2889653	ENSRNOG00000052788	SNORA36	255748
1	3325200	3326399	1	3713250	3766692	ENSRNOG00000023549	Samd5	386852
1	4428200	4429599	1	4444527	4564089	ENSRNOG00000042741	Adgb	14929
1	4673800	4675199	1	4636991	4656510	ENSRNOG00000014258	Rab32	17291
1	5186400	5188599	1	5167527	5171416	ENSRNOG00000041566	AABR07000220.1	14985
1	5220200	5221999	1	5236880	5313554	ENSRNOG00000014450	Shprh	14882
1	5792600	5793599	1	5736844	5740773	ENSRNOG00000054906	SNORA17	51828
1	6293400	6296399	1	6278381	6283093	ENSRNOG00000051844	AABR07000248.1	10308
1	6429000	6430399	1	6436755	6440744	ENSRNOG00000053880	SNORA73	6357
1	6967600	6970999	1	6451310	6973340	ENSRNOG00000011058	Utrn	0
1	7033600	7036599	1	7038662	7068170	ENSRNOG00000014902	Stx11	2064
1	7039600	7045399	1	7038662	7068170	ENSRNOG00000014902	Stx11	0
1	7050200	7051399	1	7038662	7068170	ENSRNOG00000014902	Stx11	0
1	7075200	7080599	1	7038662	7068170	ENSRNOG00000014902	Stx11	7031
1	7087600	7093799	1	7098415	7102926	ENSRNOG00000014908	Sf3b5	4617
1	7156800	7162599	1	7168207	7172114	ENSRNOG00000036310	AABR07000257.1	5609
1	7251800	7256999	1	7249049	7259535	ENSRNOG00000025587	Plagl1	0
1	7301600	7303199	1	7293527	7325755	ENSRNOG00000042705	Zc2hc1b	0
1	7355000	7356799	1	7354654	7484125	ENSRNOG00000015473	Phactr2	0
1	7369200	7374599	1	7354654	7484125	ENSRNOG00000015473	Phactr2	0
1	7412800	7414199	1	7354654	7484125	ENSRNOG00000015473	Phactr2	0
1	7518800	7519799	1	7354654	7484125	ENSRNOG00000015473	Phactr2	34676
1	7562600	7563999	1	7354654	7484125	ENSRNOG00000015473	Phactr2	78476
1	7603000	7604199	1	7655590	7674183	ENSRNOG00000015551	Fuca2	51392
1	7630600	7640199	1	7655590	7674183	ENSRNOG00000015551	Fuca2	15392
1	7654200	7655399	1	7655590	7674183	ENSRNOG00000015551	Fuca2	192
1	7791600	7792599	1	7800441	7804738	ENSRNOG00000016624	AABR07000276.1	7843
1	7800600	7801199	1	7800441	7804738	ENSRNOG00000016624	AABR07000276.1	0
1	8400000	8402199	1	8464833	8469391	ENSRNOG00000011399	Rn50_1_0101.1	62635
1	8453800	8454799	1	8464833	8469391	ENSRNOG00000011399	Rn50_1_0101.1	10035
1	8785200	8785599	1	8592575	8754498	ENSRNOG00000011411	Adgrg6	30703
1	9140600	9142799	1	9198584	9202514	ENSRNOG00000059930	SNORA17	55786
1	9720600	9721199	1	9845003	9849953	ENSRNOG00000059032	AABR07000325.1	123805
1	9823800	9824399	1	9845003	9849953	ENSRNOG00000059032	AABR07000325.1	20605
1	9839200	9841599	1	9845003	9849953	ENSRNOG00000059032	AABR07000325.1	3405
1	11646600	11647199	1	11754930	11759668	ENSRNOG00000047193	Olr905	107732
1	11924200	11930999	1	11915037	11918923	ENSRNOG00000052007	pRNA	5278
1	12006200	12007199	1	12003298	12137137	ENSRNOG00000055789	AABR07000411.1	0
1	12094000	12094799	1	12003298	12137137	ENSRNOG00000055789	AABR07000411.1	0
1	12731800	12732999	1	12682524	12761259	ENSRNOG00000056019	AC128394.2	0
1	12769200	12772399	1	12776437	12802103	ENSRNOG00000059861	AC128394.3	4039
1	12842800	12844399	1	12820063	12826286	ENSRNOG00000056940	Cited2	16515
1	12927800	12929599	1	12912434	12962170	ENSRNOG00000060021	Txlnb	0
1	12941600	12945199	1	12912434	12962170	ENSRNOG00000060021	Txlnb	0
1	13126400	13127799	1	13165072	13179176	ENSRNOG00000051450	Abracl	37274
1	13132000	13134399	1	13165072	13179176	ENSRNOG00000051450	Abracl	30674
1	13246200	13247599	1	13209024	13298847	ENSRNOG00000059224	Reps1	0
1	13470800	13476399	1	13383656	13398670	ENSRNOG00000053347	Ccdc28a	72131
1	13509600	13531199	1	13581840	13585724	ENSRNOG00000059393	U6	50642
1	13567400	13574399	1	13581840	13585724	ENSRNOG00000059393	U6	7442
1	13617200	13619199	1	13591995	13705896	ENSRNOG00000060603	Nhsl1	0
1	13629600	13630599	1	13591995	13705896	ENSRNOG00000060603	Nhsl1	0
1	13686000	13687999	1	13591995	13705896	ENSRNOG00000060603	Nhsl1	0
1	13695800	13700999	1	13591995	13705896	ENSRNOG00000060603	Nhsl1	0
1	13714600	13720399	1	13713940	13723129	ENSRNOG00000053735	Hebp2	0
1	13816600	13817399	1	13838207	13918894	ENSRNOG00000011460	Arfgef3	20809
1	14093800	14094599	1	14114648	14120321	ENSRNOG00000025799	RGD1560303	20050
1	14102400	14102799	1	14114648	14120321	ENSRNOG00000025799	RGD1560303	11850
1	14124600	14125999	1	14114648	14120321	ENSRNOG00000025799	RGD1560303	4280
1	14144200	14146599	1	14114648	14120321	ENSRNOG00000025799	RGD1560303	23880
1	14194800	14195599	1	14221093	14237346	ENSRNOG00000011994	Perp	25495
1	14197000	14198799	1	14221093	14237346	ENSRNOG00000011994	Perp	22295
1	14199800	14201199	1	14221093	14237346	ENSRNOG00000011994	Perp	19895
1	14223400	14229799	1	14221093	14237346	ENSRNOG00000011994	Perp	0
1	14360600	14361799	1	14402413	14416107	ENSRNOG00000049517	Tnfaip3	40615
1	14700600	14701799	1	14794466	14800335	ENSRNOG00000012057	Olig3	92668
1	14714000	14716999	1	14794466	14800335	ENSRNOG00000012057	Olig3	77468
1	14739400	14742399	1	14794466	14800335	ENSRNOG00000012057	Olig3	52068
1	14771600	14774999	1	14794466	14800335	ENSRNOG00000012057	Olig3	19468
1	14859400	14861399	1	14794466	14800335	ENSRNOG00000012057	Olig3	59066
1	14913600	14916799	1	14934930	14951281	ENSRNOG00000053291	AABR07000493.1	18132
1	14923200	14936999	1	14934930	14951281	ENSRNOG00000053291	AABR07000493.1	0
1	14946400	14949799	1	14934930	14951281	ENSRNOG00000053291	AABR07000493.1	0
1	14950400	14955399	1	14934930	14951281	ENSRNOG00000053291	AABR07000493.1	0
1	15156600	15158199	1	15177028	15223285	ENSRNOG00000012286	Il20ra	18830
1	15165000	15166799	1	15177028	15223285	ENSRNOG00000012286	Il20ra	10230
1	15167800	15168799	1	15177028	15223285	ENSRNOG00000012286	Il20ra	8230
1	15169400	15171999	1	15177028	15223285	ENSRNOG00000012286	Il20ra	5030
1	15193200	15195599	1	15177028	15223285	ENSRNOG00000012286	Il20ra	0
1	15248000	15249999	1	15244033	15256428	ENSRNOG00000057719	AC136053.1	0
